20200401,24
20200402,29
20200403,30
20200404,38
20200405,41
20200406,41
20200407,49
20200408,56
20200409,56
20200410,70
20200411,84
20200412,90
20200413,94
20200414,104
20200415,104
20200416,111
20200417,123
20200418,130
20200419,132
20200420,138
20200421,141
20200422,145
20200423,150
20200424,153
20200425,155
20200426,156
20200427,156
20200428,161
20200429,167
20200430,167
20200501,169
20200502,170
20200503,174
20200504,177
20200505,178
20200506,178
20200507,178
20200508,178
20200509,179
20200510,179
20200511,180
20200512,184
20200513,184
20200514,184
20200515,184
20200516,184
20200517,185
20200518,185
20200519,185
20200520,186
20200521,187
20200522,187
20200523,187
20200524,188
20200525,188
20200526,188
20200527,188
20200528,188
20200529,188
20200530,188
20200531,188
20200601,188
20200602,189
20200603,190
20200604,190
20200605,190
20200606,190
20200607,190
20200608,190
20200609,190
20200610,190
20200611,190
20200612,190
20200613,191
20200614,192
20200615,193
20200616,193
20200617,194
20200618,195
20200619,195
20200620,196
20200621,196
20200622,196
20200623,196
20200624,197
20200625,198
20200626,199
20200627,199
20200628,199
20200629,199
20200630,201
20200701,201
20200702,203
20200703,206
20200704,207
20200705,207
20200706,207
20200707,208
20200708,208
20200709,211
20200710,216
20200711,221
20200712,227
20200713,229
20200714,232
20200715,236
20200716,239
20200717,244
20200718,256
20200719,261
20200720,263
20200721,273
20200722,296
20200723,311
20200724,315
20200725,318
20200726,344
20200727,346
20200728,360
20200729,383
20200730,412
20200731,427
20200801,454
20200802,472
20200803,478
20200804,483
20200805,503
20200806,526
20200807,553
20200808,566
20200809,590
20200810,594
20200811,611
20200812,625
20200813,633
20200814,655
20200815,664
20200816,671
20200817,673
20200818,681
20200819,683
20200820,702
20200821,716
20200822,727
20200823,736
20200824,736
20200825,742
20200826,744
20200827,758
20200828,769
20200829,777
20200830,777
20200831,778
20200901,781
20200902,785
20200903,794
20200904,798
20200905,798
20200906,802
20200907,806
20200908,810
20200909,813
20200910,821
20200911,829
20200912,835
20200913,841
20200914,843
20200915,846
20200916,851
20200917,858
20200918,866
20200919,874
20200920,878
20200921,883
20200922,888
20200923,888
20200924,890
20200925,892
20200926,902
20200927,908
20200928,909
20200929,919
20200930,928
20201001,939
20201002,948
20201003,956
20201004,964
20201005,967
20201006,978
20201007,989
20201008,1002
20201009,1019
20201010,1024
20201012,1035
20201013,1042
20201014,1046
20201015,1058
20201016,1066
20201017,1077
20201018,1082
20201019,1084
20201020,1089
20201021,1094
20201022,1107
20201023,1110
20201024,1116
20201025,1120
20201026,1120
20201027,1126
20201028,1127
20201029,1134
20201030,1137
20201031,1144
20201101,1147
20201102,1150
20201103,1156
20201104,1158
20201105,1165
20201106,1178
20201107,1187
20201108,1198
20201109,1202
20201110,1206
20201111,1211
20201112,1230
20201113,1239
20201114,1254
20201115,1259
20201116,1264
20201117,1268
20201118,1276
20201119,1298
20201120,1310
20201121,1320
20201122,1328
20201123,1334
20201124,1335
